Island_Name,RasterAddress_1km,DepthBin_5m,Depth_m_mn,Longitude_mn,Latitude_mn,Longitude_ras,Latitude_ras,AreaSurveyed_m2_sum,PercentLiveCoralCover_mean,PercentLiveCoralCover_sd,PercentLiveCoralCover_N,PctCoralUnbleached_mean,PctCoralUnbleached_sd,PctCoralUnbleached_N,PctCoralPartialBleached_mean,PctCoralPartialBleached_sd,PctCoralPartialBleached_N,PctCoralFullyBleached_mean,PctCoralFullyBleached_sd,PctCoralFullyBleached_N,PctAffected_mean,PctAffected_sd,PctAffected_N,DHW.MeanMax_Degree_Heating_Weeks_MO03,DHW.MeanMax_Degree_Heating_Weeks_YR10YR01,mean_PAR_MODIS_Daily_MO03,mean_kdPAR_VIIRS_Weekly_MO03,mean_weekly_range_SST_CRW_Daily_ALLB4,Prop_BleachResTaxa,OTP_MHI_OSDS_TotalEffluent,LBSP_AgGolf_runoff_01_sc,LBSP_Urban_runoff_01_sc,WaveEnergy_MN1979.2012,TourRec_DirectHuman_10yrAvgPUD,Depth_m_mn_sc,Correlation_Weight
Hawaii,41118,"(10,15]",13.716,-155.9006093,19.91188016,-155.8965445,19.9140211,30,NA,NA,1,29.93256529,NA,1,39.45425393,NA,1,30.61318078,NA,1,70.07,NA,1,10.69999981,0,52.28213081,0.071092296,2.488302015,0.724219162,69.91529739,0.242643561,-0.480409327,1799.164739,26.90000153,1.644139065,0.055967117
Hawaii,41118,"(5,10]",6.096,-155.898741,19.91188016,-155.8965445,19.91363838,30,NA,NA,1,17.97801748,NA,1,47.27517627,NA,1,34.74680625,NA,1,82.02,NA,1,10.75,0,52.28213081,0.071092296,2.48528315,0.318777954,69.91529739,0.351163174,-0.469673359,1504.08238,26.90000153,-0.565082885,0.055967117
Hawaii,35478,"(5,10]",9.59093776,-155.892466,20.12848529,-155.8965445,20.1325657,2064.5,35,NA,1,57.5,NA,1,32.5,NA,1,10,NA,1,42.5,NA,1,8.5,0,48.51433784,0.053192223,2.509811329,7.48174161,28.29421425,-1.005659861,-0.630813757,171.2676501,1.299999952,0.448183941,0.055967117
Hawaii,42055,"(10,15]",13.716,-155.9220196,19.8757793,-155.9235865,19.87313644,30,NA,NA,1,51.0060696,NA,1,14.14528078,NA,1,34.84864963,NA,1,48.99,NA,1,11.31999969,0,50.6080871,0.071499655,2.47981147,0.030057066,0,-0.248346954,-0.483695951,1852.161797,3.299999952,1.644139065,0.055967117
Hawaii,42055,"(5,10]",6.096,-155.922528,19.8757793,-155.9235865,19.87344406,30,NA,NA,1,54.30129037,NA,1,16.50478801,NA,1,29.19392162,NA,1,45.7,NA,1,11.31999969,0,50.6080871,0.071499655,2.47981147,0.01811251,0,-0.248346954,-0.483695951,1852.161797,3.299999952,-0.565082885,0.055967117
Hawaii,42290,"(10,15]",10.9728,-155.92772,19.86675409,-155.9235865,19.86232,10.5,NA,NA,1,50.38,NA,1,30.08,NA,1,19.55,NA,1,49.62,NA,1,11.31999969,0,47.73934871,0.069780229,2.486981266,0.072598115,252.8883082,-0.241566473,-0.545982413,2202.87945,14,0.848819163,0.055967117
Hawaii,42521,"(10,15]",13.716,-155.9582648,19.85772887,-155.9596425,19.85339941,30,NA,NA,1,44.78797261,NA,1,36.15442349,NA,1,19.0576039,NA,1,55.21,NA,1,10.71000004,0,52.01189961,0.073191876,2.481886954,0.060251364,0,0.495275247,-0.559498911,4581.826548,3.299999952,1.644139065,0.055967117
Hawaii,42521,"(5,10]",6.096,-155.9584434,19.85772887,-155.9596425,19.85392772,30,NA,NA,1,59.66462166,NA,1,19.11943183,NA,1,21.21594652,NA,1,40.34,NA,1,10.71000004,0,52.23696019,0.073191876,2.481886954,0.060251364,0,0.495275247,-0.559498911,4581.826548,3.299999952,-0.565082885,0.055967117
Hawaii,42522,"(10,15]",10.3632,-155.94743,19.85772887,-155.9506285,19.85507,15.3,NA,NA,1,76.22,NA,1,12.94,NA,1,10.84,NA,1,23.78,NA,1,11.31999969,0,47.73934871,0.069780229,2.486981266,0.050146486,47.97248046,0.791983378,-0.516515773,3314.444175,1.399999976,0.672081407,0.055967117
Hawaii,42525,"(5,10]",9.922705187,-155.9279845,19.85772887,-155.9235865,19.8620498,2285.2,27.5,NA,1,72.5,NA,1,15,NA,1,12.5,NA,1,27.5,NA,1,11.31999969,0,47.73934871,0.069780229,2.486981266,0.002909562,780.3452586,-0.048815857,-0.562104094,2579.002987,20.60000038,0.544371327,0.055967117
Hawaii,42759,"(10,15]",10.40850029,-155.9355999,19.84870366,-155.9326005,19.85240845,1875.9,0,NA,1,100,NA,1,0,NA,1,0,NA,1,0,NA,1,11.38000011,0,47.73934871,0.069780229,2.478867909,0.326597006,744.4373203,0.705734382,-0.511351119,2735.879459,11.6409936,0.685215053,0.055967117
Hawaii,42989,"(10,15]",13.716,-155.9806157,19.83967844,-155.9776705,19.84373583,30,NA,NA,1,44.82741742,NA,1,24.04194942,NA,1,31.13063317,NA,1,55.17,NA,1,10.69999981,0,52.23696019,0.072351709,2.469245227,0.6822697,962.0032959,1.076499314,-0.475288827,5139.317734,36.20000076,1.644139065,0.055967117
Hawaii,42989,"(5,10]",6.096,-155.9809445,19.83967844,-155.9776705,19.84395342,30,NA,NA,1,62.05544053,NA,1,16.28364389,NA,1,21.66091557,NA,1,37.94,NA,1,10.69999981,0,52.23696019,0.072351709,2.469245227,0.54472964,962.0032959,1.076499314,-0.475288827,5139.317734,36.20000076,-0.565082885,0.055967117
Hawaii,43222,"(10,15]",13.716,-155.9976033,19.83065323,-155.9956985,19.83415037,30,NA,NA,1,52.3761354,NA,1,19.94682466,NA,1,27.67703994,NA,1,47.62,NA,1,11.31999969,0,51.42469301,0.072207732,2.472452775,0.156636328,84.81111947,0.443201814,-0.531600596,5161.547146,51.20000076,1.644139065,0.055967117
Hawaii,43222,"(5,10]",6.096,-155.9980364,19.83065323,-155.9956985,19.83444801,30,NA,NA,1,56.19168222,NA,1,10.98578786,NA,1,32.82252992,NA,1,43.81,NA,1,11.31999969,0,51.42469301,0.072207732,2.472452775,0.156636704,84.81111947,0.443201814,-0.531600596,5161.547146,51.20000076,-0.565082885,0.055967117
Hawaii,43691,"(10,15]",13.716,-156.0070387,19.8126028,-156.0047125,19.81315588,30,NA,NA,1,50.50710949,NA,1,20.64454012,NA,1,28.84835039,NA,1,49.49,NA,1,11.35000038,0,51.57438892,0.069511764,2.479999974,0.117719247,0,0.369517165,-0.478228036,5225.473617,43.79999924,1.644139065,0.055967117
Hawaii,43691,"(5,10]",6.096,-156.0076166,19.8126028,-156.0047125,19.81344681,30,NA,NA,1,55.53933313,NA,1,23.98360288,NA,1,20.47706399,NA,1,44.46,NA,1,11.35000038,0,51.57438892,0.069511764,2.479999974,0.872056416,0,0.369517165,-0.478228036,5526.603035,43.79999924,-0.565082885,0.055967117
Hawaii,44157,"(5,10]",7.626278884,-156.0368077,19.79455237,-156.0407685,19.79085447,2820.4,0.1,NA,1,5,NA,1,0,NA,1,95,NA,1,95,NA,1,11.51000023,0,47.85820701,0.067066795,2.477547412,0.36430112,24.08780791,0.094985821,-0.439765593,6066.485397,18.10000038,-0.121418095,0.055967117
Hawaii,44158,"(10,15]",13.716,-156.0277422,19.79455237,-156.0317545,19.79631848,30,NA,NA,1,39.01560624,NA,1,27.40696279,NA,1,33.57743097,NA,1,60.98,NA,1,10.89000034,0,52.23019577,0.06998037,2.46603793,0.954683633,0,0.326435916,-0.473559426,5766.43245,23.20000076,1.644139065,0.055967117
Hawaii,44391,"(10,15]",13.716,-156.0475293,19.78552716,-156.0497825,19.78396682,30,NA,NA,1,40.07029227,NA,1,26.39289678,NA,1,33.53681095,NA,1,59.93,NA,1,11.51000023,0,51.44107299,0.067767859,2.470000213,0.151973908,56.79404553,0.042037079,-0.191922633,6199.197164,20,1.644139065,0.055967117
Hawaii,44861,"(10,15]",10.02145929,-156.0504038,19.76747673,-156.0497825,19.76589198,2009.3,2.6,NA,1,40,NA,1,20,NA,1,40,NA,1,60,NA,1,11.64000034,0,47.48799817,0.0659177,2.485094394,0.288377422,7.484867263,1.091208614,0.769473575,6515.558934,4.673598015,0.573002525,0.055967117
Hawaii,36184,"(10,15]",11.03579341,-155.8840706,20.10140965,-155.8875305,20.10587233,2076.1,25,NA,1,48.5,NA,1,45,NA,1,6.5,NA,1,51.5,NA,1,8.5,0,48.81088946,0.054001111,2.509811329,9.87458029,0,-1.005829567,-0.644359743,172.4941207,1.200000048,0.867082472,0.055967117
Hawaii,45330,"(5,10]",9.485050255,-156.0546375,19.7494263,-156.0587965,19.74853696,1877.8,32.5,NA,1,37.5,NA,1,25,NA,1,37.5,NA,1,62.5,NA,1,11.64000034,0,47.24406739,0.066370737,2.484528344,0.861880903,0,1.144708461,0.853765128,4839.132435,8.5,0.417484597,0.055967117
Hawaii,45331,"(10,15]",11.29767244,-156.0519513,19.7494263,-156.0497825,19.75039263,1981,25,NA,1,30,NA,1,32.5,NA,1,37.5,NA,1,70,NA,1,11.64000034,0,47.24406739,0.066370737,2.484528344,0.903525809,0,1.173689996,0.875727741,4839.132435,8.5,0.943007527,0.055967117
Hawaii,45565,"(10,15]",11.5824,-156.05568,19.74040109,-156.0587965,19.74012,13.1,NA,NA,1,43.22,NA,1,20.6,NA,1,36.18,NA,1,56.78,NA,1,11.64000034,0,47.24406739,0.066370737,2.484528344,4.192981418,1402.603046,1.155819293,0.862185011,5392.405974,17.20000076,1.025556919,0.055967117
Hawaii,45566,"(5,10]",7.62,-156.05386,19.74040109,-156.0497825,19.73598,6.5,NA,NA,1,59.21,NA,1,21.05,NA,1,19.74,NA,1,40.79,NA,1,11.64000034,0,47.24406739,0.066370737,2.484528344,0.875799652,1402.603046,1.176128559,0.87757578,5392.405974,17.20000076,-0.123238495,0.055967117
Hawaii,45800,"(10,15]",10.668,-156.05896,19.73137588,-156.0587965,19.73266,4.8,NA,NA,1,59.65,NA,1,16.67,NA,1,23.68,NA,1,40.35,NA,1,11.64000034,0,47.24406739,0.066370737,2.484528344,1.607621786,1357.403633,1.170665552,0.873435756,6099.150103,20.60000038,0.760450285,0.055967117
Hawaii,47448,"(5,10]",6.096,-156.0303344,19.66819938,-156.0317545,19.67098346,30,NA,NA,1,38.88907248,NA,1,26.05878681,NA,1,35.05214071,NA,1,61.11,NA,1,11.92800007,0,50.90464319,0.068133334,2.478415162,5.016997447,1878.978944,-0.584953658,0.147034835,6288.188342,42.40000153,-0.565082885,0.055967117
Hawaii,50040,"(5,10]",6.096,-155.9693345,19.56892202,-155.9686565,19.56838343,30,NA,NA,1,38.30683023,NA,1,32.47554142,NA,1,29.21762835,NA,1,61.69,NA,1,13.32999992,0,48.43199986,0.06705,2.515283081,3.087943431,4282.876878,4.196628483,1.222156214,3748.9383,112.3999939,-0.565082885,0.055967117
Lanai,18690,"(5,10]",9.440918287,-156.8265244,20.76927549,-156.8249864,20.76991524,14351.2,45.71428571,14.19465023,7,80.35714286,6.593647737,7,8.642857143,3.771762251,7,11,3.366501646,7,19.64285714,6.593647737,7,8.300000191,0.600000024,48.04735968,0.056873264,2.514339627,0.868852914,0,-1.007493811,-0.756236412,29791.25627,1,0.404689674,0.260687149
Lanai,19620,"(5,10]",9.29519697,-156.9142006,20.73317463,-156.9151263,20.73633058,13714.8,18.92857143,3.493190655,7,52.5,11.18033989,7,18.92857143,5.372992427,7,28.57142857,6.591842,7,47.5,11.18033989,7,9.43999958,0.970000029,46.61457516,0.051436377,2.548113265,1.409177242,0,-0.492221101,-0.602080488,27040.0739,6.597659796,0.362441547,0.153741232
Lanai,16576,"(5,10]",8.721377281,-156.8169355,20.85050241,-156.8159724,20.8495576,10613.5,90,4.330127019,5,87.3,3.492849839,5,5.7,2.464751509,5,7,1.620185175,5,12.7,3.492849839,5,7.820000172,0,47.37291178,0.085883334,2.507547163,13.76468812,0,-0.889114904,-0.730760557,17432.0296,0.810571392,0.196077366,0.415911981
Lanai,19617,"(5,10]",9.120164177,-156.9427363,20.73317463,-156.9421683,20.73454304,12391,15,8.100925873,5,56.5,13.76135894,5,21,5.184110338,5,22.5,18.37117307,5,43.5,13.76135894,5,9.43999958,0.970000029,46.71706767,0.052066667,2.548113265,2.880799893,0,-0.422936498,-0.578533552,27074.17685,2.600000143,0.311695315,0.105565017
Lanai,16340,"(5,10]",7.661483153,-156.8246487,20.85952763,-156.8249864,20.85837013,6140.5,81.66666667,3.818813079,4,76.5025,22.677008,4,16.365,17.47129741,4,7.1325,5.534156816,4,23.4975,22.677008,4,7.820000172,0,47.37291178,0.085883334,2.507547163,13.84739116,0,-0.877749903,-0.726302111,17869.8943,0.800000012,-0.111211528,0.057298148
Lanai,19155,"(5,10]",9.010319912,-156.8678206,20.75122506,-156.8700564,20.74869714,7820.9,55.625,15.05199322,4,63.75,3.227486122,4,22.5,6.123724357,4,13.75,5.951190357,4,36.25,3.227486122,4,8.734000015,0.672000015,47.01548985,0.053800521,2.521245294,1.077868576,0,-0.753660434,-0.6779214,26641.86801,12.59999943,0.27984881,0.402589048
Lanai,19156,"(5,10]",8.836890536,-156.8622966,20.75122506,-156.8610424,20.75192975,6652.6,0.325,0.320156212,4,55,31.09126351,4,8.75,10.30776406,4,36.25,29.26174978,4,45,31.09126351,4,8.734000015,0.672000015,47.01548985,0.056873264,2.521245294,1.020019486,0,-0.884329307,-0.718647473,26656.93566,4,0.229567447,0.041791501
Lanai,19616,"(5,10]",8.544073996,-156.9513391,20.73317463,-156.9511823,20.73361041,9421.9,35,12.41638702,4,66.25,4.787135539,4,17.5,2.886751346,4,16.25,2.5,4,33.75,4.787135539,4,9.920000076,1.909999967,46.15071258,0.052066667,2.568113255,3.318659133,0,-0.389481268,-0.567163517,27085.95332,3.600000143,0.144672864,0.271425481
Lanai,16104,"(5,10]",8.456997591,-156.8327885,20.86855284,-156.8340004,20.86703258,10976.6,90,5,4,60,7.90569415,4,30,5.400617249,4,10,2.886751346,4,40,7.90569415,4,7.820000172,0,47.37291178,0.081933334,2.507547163,11.22348843,0,-0.894850439,-0.733010584,20964.62962,0.600000024,0.119427312,0.164356291
Lanai,16576,"(10,15]",10.22870028,-156.8170596,20.85050241,-156.8159724,20.85018501,3696.3,85,10.60660172,3,85.71333333,7.574729918,3,3.12,0.336452077,3,11.16666667,7.751343969,3,14.28666667,7.574729918,3,7.820000172,0,47.37291178,0.085883334,2.507547163,13.76468812,0,-0.889114904,-0.730760557,17432.0296,0.810571392,0.633086691,0.148555871
Lanai,18455,"(5,10]",9.198229755,-156.8229116,20.7783007,-156.8249864,20.77688642,6451.7,46.66666667,12.58305739,3,64.16666667,3.818813079,3,25.83333333,1.443375673,3,10,2.5,3,35.83333333,3.818813079,3,8.300000191,0.600000024,48.04735968,0.059375,2.514339627,5.373008977,0,-1.007493811,-0.756117265,30394.34157,0.900000036,0.33432841,0.294665011
Lanai,18924,"(5,10]",9.249180577,-156.8351052,20.76025027,-156.8340004,20.76066637,7156.5,30.83333333,5.204164999,3,70.83333333,2.886751346,3,18.33333333,11.81453907,3,10.83333333,10.10362971,3,29.16666667,2.886751346,3,8.300000191,0.600000024,47.79341881,0.056873264,2.514339627,0.865620707,0,-1.007493811,-0.755548089,26723.25919,1.800000072,0.349100283,0.38980517
Lanai,19616,"(10,15]",11.27881998,-156.948812,20.73317463,-156.9511823,20.73392063,7008.8,26.66666667,5.204164999,3,66.66666667,2.886751346,3,20,2.5,3,13.33333333,3.818813079,3,33.33333333,2.886751346,3,9.43999958,0.970000029,46.71706767,0.052066667,2.548113265,4.976252133,0,-0.403547229,-0.571943949,27074.17685,3.600000143,0.937541744,0.38980517
Lanai,19617,"(10,15]",10.33106586,-156.9426863,20.73317463,-156.9421683,20.73471654,6938.4,25,2.5,3,60,8.660254038,3,20.83333333,5.204164999,3,19.16666667,3.818813079,3,40,8.660254038,3,9.43999958,0.970000029,46.71706767,0.052066667,2.548113265,2.880799893,0,-0.422936498,-0.578533552,27074.17685,2.600000143,0.662764943,0.129935057
Lanai,19618,"(5,10]",9.764492068,-156.9363511,20.73317463,-156.9331543,20.73443127,7290.2,10,5,3,54.16666667,7.637626158,3,17.5,5,3,28.33333333,10.40833,3,45.83333333,7.637626158,3,9.43999958,0.970000029,46.71706767,0.051436377,2.548113265,4.976252133,0,-0.404077553,-0.572124186,27069.46508,2.600000143,0.498501524,0.147332505
Lanai,16340,"[0,5]",4.598131677,-156.8268538,20.85952763,-156.8249864,20.85901106,5341.3,63.75,5.303300859,2,35,7.071067812,2,41.25,1.767766953,2,23.75,5.303300859,2,65,7.071067812,2,7.820000172,0,47.37291178,0.081933334,2.507547163,12.99090832,0,-0.858939843,-0.718922993,18186.5443,0.75541469,-0.999351071,0.129935057
Lanai,18690,"(10,15]",10.36589373,-156.8268854,20.76927549,-156.8249864,20.76858618,4241.3,41.25,1.767766953,2,87.5,0,2,6.25,1.767766953,2,6.25,1.767766953,2,12.5,0,2,8.300000191,0.600000024,48.04735968,0.056873264,2.514339627,0.924987508,0,-1.007493811,-0.755807593,29791.25627,1,0.672862383,1
Lanai,18924,"(10,15]",10.66592652,-156.83249,20.76025027,-156.8340004,20.76260172,4335.3,26.25,5.303300859,2,73.75,1.767766953,2,7.5,3.535533906,2,18.75,5.303300859,2,26.25,1.767766953,2,8.300000191,0.600000024,48.04735968,0.056873264,2.514339627,0.980625443,0,-1.007493811,-0.75719869,28089.33273,1.800000072,0.759849134,0.519740226
Lanai,19390,"(5,10]",9.630819933,-156.8723457,20.74219984,-156.8700564,20.74532084,4145.7,1,1.414213562,2,77.5,31.81980515,2,15,21.21320344,2,7.5,10.60660172,2,22.5,31.81980515,2,9.050000191,0.819999993,46.00930443,0.053800521,2.534150825,0.510297053,0,-0.670334155,-0.655045929,26700.80625,12.69999981,0.459746746,0.028874457
Lanai,19615,"(10,15]",10.97843473,-156.9585032,20.73317463,-156.9601963,20.73164482,5183.1,27.5,7.071067812,2,63.75,1.767766953,2,22.5,3.535533906,2,13.75,1.767766953,2,36.25,1.767766953,2,9.920000076,1.909999967,45.29521117,0.052066667,2.568113255,3.364733031,0,-0.381828598,-0.564562695,27095.42391,4.300000191,0.850452807,0.519740226
Lanai,19619,"(5,10]",8.651614981,-156.9208692,20.73317463,-156.9241403,20.73512164,4385.2,37.5,7.071067812,2,65,3.535533906,2,20,0,2,15,3.535533906,2,35,3.535533906,2,9.43999958,0.970000029,46.71706767,0.051436377,2.548113265,2.22829979,0,-0.442767837,-0.585273399,27048.69449,4.699999809,0.175851592,0.259870113
Lanai,16575,"(5,10]",5.9870871,-156.8205166,20.85050241,-156.8249864,20.85407488,1756.1,85,NA,1,81,NA,1,12.5,NA,1,6.5,NA,1,19,NA,1,7.820000172,0,47.37291178,0.085883334,2.507547163,4.231618225,0,-0.850010296,-0.715419968,17432.0296,0.900000036,-0.596659364,0.055967117
Lanai,17517,"(10,15]",14.0208,-156.80301,20.81440156,-156.8069584,20.81291,0,NA,NA,1,63.93,NA,1,6.56,NA,1,29.51,NA,1,36.07,NA,1,8.06000042,0,47.42592791,0.07083,2.507358407,8.563081494,0,-0.900735845,-0.728789394,37916.45636,0.900000036,1.732507943,0.055967117
Lanai,18455,"(10,15]",10.11988552,-156.8208872,20.7783007,-156.8249864,20.78019019,2189.6,22.5,NA,1,57.5,NA,1,27.5,NA,1,15,NA,1,42.5,NA,1,8.300000191,0.600000024,48.04735968,0.059375,2.514339627,7.020661039,0,-1.007493811,-0.757521833,30394.34157,0.900000036,0.601538666,0.055967117
Lanai,18456,"(5,10]",8.837166902,-156.8197491,20.7783007,-156.8159724,20.78166144,1900.4,45,NA,1,75,NA,1,15,NA,1,10,NA,1,25,NA,1,8.300000191,0.600000024,48.04735968,0.059375,2.514339627,7.384998615,0,-1.007493811,-0.758622705,30888.34157,0.900000036,0.229647573,0.055967117
Lanai,18689,"(5,10]",9.594115013,-156.8295967,20.76927549,-156.8340004,20.76516068,2080.9,45,NA,1,67.5,NA,1,12.5,NA,1,20,NA,1,32.5,NA,1,8.300000191,0.600000024,48.04735968,0.056873264,2.514339627,1.556623669,0,-1.007493811,-0.755368877,29791.25627,1.399999976,0.449105103,0.055967117
Lanai,18923,"(10,15]",11.5824,-156.84244,20.76025027,-156.8430144,20.75623,16.85,NA,NA,1,65.42,NA,1,11.21,NA,1,23.36,NA,1,34.58,NA,1,8.300000191,0.600000024,47.01548985,0.056873264,2.514339627,0.904761477,0,-1.007493811,-0.755381303,26735.57978,2.579409461,1.025556919,0.055967117
Lanai,19389,"(10,15]",10.3632,-156.87962,20.74219984,-156.8790704,20.74078,15,NA,NA,1,34.16,NA,1,15.64,NA,1,50.21,NA,1,65.84,NA,1,9.050000191,0.819999993,46.61457516,0.053800521,2.534150825,2.528526426,0,-0.511402326,-0.604090065,26673.91507,44.79999924,0.672081407,0.055967117
Lanai,19621,"(10,15]",10.9728,-156.90825,20.73317463,-156.9061123,20.73451,10,NA,NA,1,82.13,NA,1,5.11,NA,1,12.77,NA,1,17.87,NA,1,9.43999958,0.970000029,46.61457516,0.051436377,2.548113265,8.68937972,0,-0.447077295,-0.586737998,27040.0739,7.199999809,0.848819163,0.055967117
Lanai,19621,"(5,10]",7.759066866,-156.9090598,20.73317463,-156.9061123,20.7358349,2378.6,15,NA,1,45,NA,1,20,NA,1,35,NA,1,55,NA,1,9.43999958,0.970000029,46.61457516,0.051436377,2.548113265,9.48382425,0,-0.463435931,-0.592297608,27040.0739,7.199999809,-0.082919653,0.055967117
Lanai,19622,"(5,10]",9.144,-156.89285,20.73317463,-156.8970983,20.73276,9.7,NA,NA,1,46.43,NA,1,26.79,NA,1,26.79,NA,1,53.57,NA,1,9.050000191,0.819999993,46.61457516,0.05092,2.534150825,9.158369066,0,-0.408449226,-0.573609934,27025.1592,38.20000076,0.318605895,0.055967117
Lanai,15868,"(10,15]",10.48300029,-156.8405412,20.87757805,-156.8430144,20.87505837,2603.4,92.5,NA,1,74,NA,1,20,NA,1,6,NA,1,26,NA,1,7.820000172,0,47.67982344,0.081933334,2.507547163,5.598123626,0,-0.927391441,-0.745776302,23795.3914,0.600000024,0.706814402,0.055967117
Lanai,15868,"(5,10]",9.423047872,-156.838938,20.87757805,-156.8430144,20.87314579,2778.6,92.5,NA,1,67,NA,1,20,NA,1,13,NA,1,33,NA,1,7.820000172,0,47.67982344,0.081933334,2.507547163,5.240950302,0,-0.950026071,-0.754655782,22327.87374,0.600000024,0.399508609,0.055967117
Lanai,16104,"(10,15]",10.33713665,-156.8370376,20.86855284,-156.8340004,20.87155338,2566,92.5,NA,1,78.5,NA,1,17.5,NA,1,4,NA,1,21.5,NA,1,7.820000172,0,47.40580873,0.081933334,2.507547163,9.204733021,0,-0.857077628,-0.718192453,21594.57962,0.5,0.664525012,0.055967117
Maui,18011,"(5,10]",8.36886907,-156.5899246,20.79635113,-156.5906224,20.79533601,19252,30.55555556,23.00739615,9,40.27777778,11.75561332,9,34.16666667,8.291561976,9,25.55555556,4.805234414,9,59.72222222,11.75561332,9,7.429999828,0.460000008,47.07643964,0.0515155,2.510377272,8.980504145,236.3633926,-1.002254709,-0.704323877,38.69705949,16.20000076,0.093876726,0.165795335
Maui,17773,"(5,10]",6.702213283,-156.6172295,20.80537634,-156.6176644,20.80331186,15605.6,41.78571429,23.5280987,7,47.5,12.5,7,34.64285714,8.711650655,7,17.85714286,5.482656638,7,52.5,12.5,7,7.939999962,0.565999991,47.07643964,0.051960834,2.501094336,6.038240177,3158.990014,-0.859783982,-0.383572357,38.38529488,29,-0.38932702,0.137510338
Maui,13770,"(5,10]",7.776694416,-156.6889807,20.95880498,-156.6897764,20.95783358,32269.8,15.02,15.93822449,5,71.64,19.35492185,5,14.24,18.03283117,5,14.12,14.72572579,5,28.36,19.35492185,5,6.71999979,0,46.00127149,0.062388889,2.477547088,6.800508882,1358.851428,0.067647882,-0.084102861,10796.36489,134.3000031,-0.077809001,0.075056779
Maui,17774,"(5,10]",6.487918193,-156.608336,20.80537634,-156.6086504,20.80542283,11738,37.5,17.5,5,41.5,9.617692031,5,34,7.416198487,5,24.5,3.708099244,5,58.5,9.617692031,5,7.939999962,0.565999991,47.07643964,0.051960834,2.501094336,11.74466135,2527.557246,-0.92826421,-0.546287465,39.89117721,33.70000076,-0.45145634,0.151046435
Maui,17775,"(5,10]",6.10529523,-156.5991397,20.80537634,-156.5996364,20.80246152,12051.9,47.02,30.34842665,5,43,11.51086443,5,29.5,3.259601203,5,27.5,12.99038106,5,57,11.51086443,5,7.569999909,0.461499998,47.07643964,0.0515155,2.50384906,3.401624245,790.9211696,-0.9744587,-0.639408268,39.89117721,21.60000038,-0.562387973,0.126204083
Maui,19671,"[0,5]",3.418704979,-156.4585812,20.73317463,-156.4554124,20.73258495,10098.8,19.5,5.419870847,5,53,3.708099244,5,26.5,6.274950199,5,20.5,3.708099244,5,47,3.708099244,5,8.239999771,0.790000021,45.33282384,0.056727778,2.531132104,12.30946165,4376.766777,0.826824206,0.309910307,45.47941269,89.80000305,-1.341295343,0.391768936
Maui,23198,"(5,10]",8.793688758,-156.4360072,20.59779642,-156.4373844,20.59798045,10734.3,16,5.184110338,5,92.5,2.692582404,5,4.8,3.033150178,5,2.7,0.447213595,5,7.5,2.692582404,5,9.25,0,39.64852119,0.052657143,2.524905619,7.096801011,52.1212222,-0.26186139,-0.416129067,29.46176543,11.30000019,0.217042209,0.539525956
Maui,14005,"(5,10]",7.304558037,-156.6930553,20.94977977,-156.6897764,20.95083873,21790.3,48.75,10.50793351,4,85.75,3.329164059,4,9.125,1.973786547,4,5.125,1.652018967,4,14.25,3.329164059,4,6.75,0,46.11266078,0.062388889,2.481320759,8.669610791,419.1251538,0.683626544,0.016810194,10622.75312,127.9000015,-0.214692735,0.390293342
